2025-07-29 21:02:49,732 - __main__ - ERROR - Input directory not found: G:\project\life_insurence_query\file_inputs
2025-07-29 21:02:49,733 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:10:56,225 - __main__ - ERROR - Spacy model 'en_core_web_md' not found. Please install it first.
2025-07-29 21:13:30,166 - __main__ - ERROR - Input directory not found: G:\project\life_insurence_query\file_inputs
2025-07-29 21:13:30,167 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:14:40,679 - __main__ - ERROR - Input directory not found: G:\project\life_insurence_query\file_inputs
2025-07-29 21:14:40,679 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:17:28,946 - __main__ - ERROR - Input directory not found: G:\project\file_inputs
2025-07-29 21:17:28,947 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:20:08,949 - __main__ - ERROR - Input directory not found: G:\project\life_insurence_query\file_inputs
2025-07-29 21:20:08,950 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:21:37,143 - __main__ - ERROR - Input directory not found: G:\project\life_insurence_query\file_inputs
2025-07-29 21:21:37,144 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:21:56,686 - __main__ - INFO - 
Starting processing of 5 insurance documents
2025-07-29 21:21:56,861 - __main__ - INFO - Processing document: G:\project\life_insurence_query\file_inputs\BAJHLIP23020V012223.pdf
2025-07-29 21:22:04,011 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,011 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,011 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,011 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,011 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,011 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,012 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,012 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,012 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,012 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,012 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,012 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,012 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,012 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,012 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,013 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,013 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,013 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,013 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,013 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,013 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,013 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,014 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,014 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,014 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,014 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,015 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,015 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,015 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,015 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,015 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,015 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,015 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,016 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,016 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:04,016 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,787 - __main__ - INFO - Processing document: G:\project\life_insurence_query\file_inputs\CHOTGDP23004V012223.pdf
2025-07-29 21:22:30,830 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,830 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,831 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,832 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,832 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,833 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,833 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,834 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,835 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,835 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,836 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,836 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,837 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,837 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,838 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,838 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,839 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,839 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,840 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,841 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,842 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,842 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,843 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,844 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,844 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,845 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,845 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,846 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,847 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,847 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,848 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,849 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,850 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,850 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,851 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,852 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,852 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,853 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,853 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,855 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,856 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,856 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,857 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,858 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,859 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,860 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,861 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,862 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,862 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,863 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,863 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,864 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,865 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,866 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,867 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,869 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,870 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,870 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,871 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,871 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,872 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,873 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,874 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,875 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,876 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,877 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,877 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,878 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,878 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,879 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,880 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,880 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,881 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,882 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,883 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,884 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,884 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,885 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,885 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,886 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,887 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,887 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,888 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,888 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,889 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,890 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,890 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,891 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,892 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,892 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,893 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,894 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,895 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,897 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,897 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,898 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,899 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,899 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,900 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,900 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:30,901 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,808 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,808 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,809 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,809 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,809 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,810 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,810 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,811 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,811 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,812 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,812 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,812 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,812 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,812 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,812 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,812 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,812 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,813 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,813 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,813 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,813 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,813 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,813 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,813 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,813 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,813 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,814 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
